No errors
No warnings
263 ms
data source=metars
4811 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KPQI 061456Z AUTO 11005KT 8SM -RA OVC007 11/10 A2974 RMK AO2 SLP113 P0004 60026 T01110100 56008,KPQI,2017-05-06T14:56:00Z,46.67,-68.03,11.1,10.0,110,5,,8.0,29.740158,1011.3,,TRUE,TRUE,,,,,,-RA,OVC,700,,,,,,,IFR,-0.8,,,,,0.04,0.26,,,,,METAR,146.0
PAVC 061456Z AUTO 07012KT 8SM -RA OVC003 A2932 RMK AO2 UPE01B20E40RAB01E20B40 SLPNO P0000 60002 58011 FZRANO,PAVC,2017-05-06T14:56:00Z,55.12,-162.27,,,70,12,,8.0,29.320866,,,TRUE,TRUE,,,,TRUE,,-RA,OVC,300,,,,,,,LIFR,-1.1,,,,,0.005,0.02,,,,,METAR,47.0
PAVA 061456Z AUTO 05005KT 10SM BKN034 OVC044 02/01 A2955 RMK AO2 SLP021 6//// T00220006 58000 FZRANO PNO $,PAVA,2017-05-06T14:56:00Z,61.53,-165.6,2.2,0.6,50,5,,10.0,29.551182,1002.1,,TRUE,TRUE,TRUE,,,TRUE,,,BKN,3400,OVC,4400,,,,,VFR,0.0,,,,,,,,,,,METAR,23.0
PAUN 061456Z AUTO 08010KT 10SM CLR 04/01 A2970 RMK AO2 SLP060 T00390006 56006,PAUN,2017-05-06T14:56:00Z,63.88,-160.8,3.9,0.6,80,10,,10.0,29.698818,1006.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.6,,,,,,,,,,,METAR,6.0
PATG 061456Z AUTO 04011KT 10SM OVC018 05/03 A2954 RMK AO2 SLP096 T00500028 58004,PATG,2017-05-06T14:56:00Z,59.05,-160.38,5.0,2.8,40,11,,10.0,29.53937,1009.6,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,-0.4,,,,,,,,,,,METAR,4.0
PASX 061456Z AUTO 00000KT 10SM FEW120 00/M02 A2982 RMK AO2 SLP107 T00001017 58005 FZRANO $,PASX,2017-05-06T14:56:00Z,60.48,-151.03,0.0,-1.7,0,0,,10.0,29.819881,1010.7,,TRUE,TRUE,TRUE,,,TRUE,,,FEW,12000,,,,,,,VFR,-0.5,,,,,,,,,,,METAR,32.0
PASM 061456Z AUTO 09010KT 10SM OVC039 05/00 A2959 RMK AO2 RAB20E45 SLP039 P0000 60000 T00500000 56003,PASM,2017-05-06T14:56:00Z,62.07,-163.3,5.0,0.0,90,10,,10.0,29.589567,1003.9,,TRUE,TRUE,,,,,,,OVC,3900,,,,,,,VFR,-0.3,,,,,0.005,0.005,,,,,METAR,92.0
PASL 061456Z AUTO 00000KT 10SM BKN065 03/M01 A2970 RMK AO1 57007,PASL,2017-05-06T14:56:00Z,61.72,-157.15,3.0,-1.0,0,0,,10.0,29.698818,,,TRUE,TRUE,,,,,,,BKN,6500,,,,,,,VFR,-0.7,,,,,,,,,,,METAR,55.0
PASK 061456Z AUTO 00000KT 10SM OVC060 M01/M02 A2985 RMK AO2 SLP107 60000 T10061022 53000 FZRANO $,PASK,2017-05-06T14:56:00Z,66.6,-160.0,-0.6,-2.2,0,0,,10.0,29.84941,1010.7,,TRUE,TRUE,TRUE,,,TRUE,,,OVC,6000,,,,,,,VFR,0.0,,,,,,0.005,,,,,METAR,8.0
PAOH 061456Z AUTO 00000KT 10SM CLR 04/02 A2996 RMK AO2 SLP146 T00390017 51014,PAOH,2017-05-06T14:56:00Z,58.1,-135.45,3.9,1.7,0,0,,10.0,29.958662,1014.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.4,,,,,,,,,,,METAR,9.0
PAHP 061456Z AUTO 06008KT 10SM OVC031 02/01 A2954 RMK AO2 UPE10RAB10E27 SLP042 P0000 60000 T00220006 58001 FZRANO,PAHP,2017-05-06T14:56:00Z,61.52,-166.15,2.2,0.6,60,8,,10.0,29.53937,1004.2,,TRUE,TRUE,,,,TRUE,,,OVC,3100,,,,,,,VFR,-0.1,,,,,0.005,0.005,,,,,METAR,5.0
PAGN 061456Z AUTO 00000KT 10SM SCT110 06/03 A2998 RMK AO2 SLP140 T00610033 51013,PAGN,2017-05-06T14:56:00Z,57.5,-134.58,6.1,3.3,0,0,,10.0,29.97933,1014.0,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,1.3,,,,,,,,,,,METAR,2.0
KPTN 061456Z AUTO 22003KT 10SM CLR 22/13 A3004 RMK AO2 SLP171 P0001 60002 T02220128 51010,KPTN,2017-05-06T14:56:00Z,29.72,-91.32,22.2,12.8,220,3,,10.0,30.041338,1017.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.0,,,,,0.01,0.02,,,,,METAR,3.0
KPTV 061456Z AUTO 34007KT 10SM 13/06 A2982 RMK AO2 SLP106 T01330061 53010 $,KPTV,2017-05-06T14:56:00Z,36.02,-119.07,13.3,6.1,340,7,,10.0,29.819881,1010.6,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,1.0,,,,,,,,,,,METAR,135.0
KRKD 061456Z AUTO 09005KT 1/2SM -RA FG OVC002 10/10 A2967 RMK AO2 SLP050 P0002 60006 T01000100 58007,KRKD,2017-05-06T14:56:00Z,44.07,-69.08,10.0,10.0,90,5,,0.5,29.66929,1005.0,,TRUE,TRUE,,,,,,-RA FG,OVC,200,,,,,,,LIFR,-0.7,,,,,0.02,0.06,,,,,METAR,17.0
KPWT 061456Z AUTO 00000KT 10SM OVC024 07/04 A3015 RMK AO2 SLP228 T00670044 53010,KPWT,2017-05-06T14:56:00Z,47.5,-122.75,6.7,4.4,0,0,,10.0,30.15059,1022.8,,TRUE,TRUE,,,,,,,OVC,2400,,,,,,,MVFR,1.0,,,,,,,,,,,METAR,147.0
KPWG 061456Z AUTO 20008KT 10SM CLR 24/08 A3004 RMK AO2 SLP181 T02390083 51006,KPWG,2017-05-06T14:56:00Z,31.47,-97.32,23.9,8.3,200,8,,10.0,30.041338,1018.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.6,,,,,,,,,,,METAR,180.0
KRUT 061456Z AUTO 13016KT 10SM OVC024 15/13 A2945 RMK AO2 RAB25E40 SLP992 P0000 60001 T01500128 53004 $,KRUT,2017-05-06T14:56:00Z,43.52,-72.95,15.0,12.8,130,16,,10.0,29.450787,999.2,,TRUE,TRUE,TRUE,,,,,,OVC,2400,,,,,,,MVFR,0.4,,,,,0.005,0.01,,,,,METAR,240.0
KEKQ 061456Z AUTO 25013KT 10SM -RA BKN034 OVC042 07/05 A2984 RMK AO2 WSHFT 1347 SLP133 P0006 60010 T00670050 53016,KEKQ,2017-05-06T14:56:00Z,36.85,-84.85,6.7,5.0,250,13,,10.0,29.840551,1013.3,,TRUE,TRUE,,,,,,-RA,BKN,3400,OVC,4200,,,,,VFR,1.6,,,,,0.06,0.1,,,,,METAR,294.0
KEKY 061456Z AUTO 24007KT 10SM CLR 17/08 A2994 RMK AO2 SLP157 T01670078 51004,KEKY,2017-05-06T14:56:00Z,33.32,-86.93,16.7,7.8,240,7,,10.0,29.940945,1015.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.4,,,,,,,,,,,METAR,213.0
KENV 061456Z AUTO 28007KT 10SM CLR 18/07 A2972 RMK AO2 SLP027 6//// T01830067 52000 PNO $,KENV,2017-05-06T14:56:00Z,40.72,-114.02,18.3,6.7,280,7,,10.0,29.719488,1002.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,0.0,,,,,,,,,,,METAR,1292.0
KESC 061456Z AUTO 35017G23KT 10SM CLR 10/M04 A2986 RMK AO2 SLP138 T01001044 51002,KESC,2017-05-06T14:56:00Z,45.75,-87.08,10.0,-4.4,350,17,23,10.0,29.861221,1013.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.2,,,,,,,,,,,METAR,187.0
KEUL 061456Z AUTO 28015KT 10SM OVC039 09/03 A2982 RMK AO2 SLP090 T00940033 53015,KEUL,2017-05-06T14:56:00Z,43.62,-116.62,9.4,3.3,280,15,,10.0,29.819881,1009.0,,TRUE,TRUE,,,,,,,OVC,3900,,,,,,,VFR,1.5,,,,,,,,,,,METAR,740.0
KEWK 061456Z AUTO 28008KT 10SM CLR 19/11 A2998 RMK AO2 SLP143 T01940106 51004,KEWK,2017-05-06T14:56:00Z,38.03,-97.27,19.4,10.6,280,8,,10.0,29.97933,1014.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.4,,,,,,,,,,,METAR,467.0
KFAM 061456Z AUTO 30014G23KT 10SM CLR 21/08 A2977 RMK AO2 PK WND 29028/1418 SLP079 T02060078 58000,KFAM,2017-05-06T14:56:00Z,37.77,-90.42,20.6,7.8,300,14,23,10.0,29.769686,1007.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.0,,,,,,,,,,,METAR,288.0
KFNL 061456Z AUTO 00000KT 10SM CLR 16/06 A2997 RMK AO2 SLP098 T01610056 58000,KFNL,2017-05-06T14:56:00Z,40.45,-105.02,16.1,5.6,0,0,,10.0,29.970472,1009.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.0,,,,,,,,,,,METAR,1529.0
KFRM 061456Z AUTO 06008KT 020V080 10SM CLR 15/04 A2999 RMK AO2 SLP157 T01500044 51017,KFRM,2017-05-06T14:56:00Z,43.63,-94.42,15.0,4.4,60,8,,10.0,29.991142,1015.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.7,,,,,,,,,,,METAR,354.0
KGAD 061456Z AUTO 29007KT 10SM CLR 16/08 A2990 RMK AO2 SLP146 T01610083 50005,KGAD,2017-05-06T14:56:00Z,33.97,-86.07,16.1,8.3,290,7,,10.0,29.899607,1014.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.5,,,,,,,,,,,METAR,173.0
KGBD 061456Z AUTO 28007KT 10SM CLR 19/12 A2998 RMK AO2 SLP142 T01890117 50004,KGBD,2017-05-06T14:56:00Z,38.35,-98.87,18.9,11.7,280,7,,10.0,29.97933,1014.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.4,,,,,,,,,,,METAR,575.0
KGDV 061456Z AUTO 14009KT 10SM CLR 21/05 A2978 RMK AO2 SLP068 T02060050 58002,KGDV,2017-05-06T14:56:00Z,47.12,-104.78,20.6,5.0,140,9,,10.0,29.778543,1006.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.2,,,,,,,,,,,METAR,749.0
KGUC 061456Z AUTO 00000KT 10SM CLR 08/M03 A3019 RMK AO2 SLP173 T00831033 50002,KGUC,2017-05-06T14:56:00Z,38.52,-106.92,8.3,-3.3,0,0,,10.0,30.188976,1017.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.2,,,,,,,,,,,METAR,2339.0
KGPZ 061456Z AUTO 07003KT 10SM CLR 12/04 A3003 RMK AO2 SLP174 T01220044 51007,KGPZ,2017-05-06T14:56:00Z,47.22,-93.52,12.2,4.4,70,3,,10.0,30.029528,1017.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.7,,,,,,,,,,,METAR,413.0
KGXY 061456Z AUTO 00000KT 10SM CLR 14/07 A2996 RMK AO2 SLP124 T01440067 58002,KGXY,2017-05-06T14:56:00Z,40.42,-104.62,14.4,6.7,0,0,,10.0,29.958662,1012.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.2,,,,,,,,,,,METAR,1420.0
KHEF 061456Z 25008KT 10SM -RA 13/11 A2943 RMK AO2 SLP977 P0001 60001 T01330111 53023 $,KHEF,2017-05-06T14:56:00Z,38.72,-77.52,13.3,11.1,250,8,,10.0,29.430119,997.7,,,TRUE,TRUE,,,,,-RA,,,,,,,,,,2.3,,,,,0.01,0.01,,,,,METAR,59.0
KHEZ 061456Z AUTO 20007KT 10SM CLR A3002 RMK AO2 SLPNO 6//// FZRANO $,KHEZ,2017-05-06T14:56:00Z,31.62,-91.3,,,200,7,,10.0,30.02067,,,TRUE,TRUE,TRUE,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,83.0
KHND 061456Z 22009KT 10SM CLR 25/00 A2968 RMK AO2 SLP022 T02500000 51004,KHND,2017-05-06T14:56:00Z,35.98,-115.13,25.0,0.0,220,9,,10.0,29.681103,1002.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.4,,,,,,,,,,,METAR,749.0
KILE 061456Z AUTO 21006KT 10SM CLR 23/09 A3004 RMK AO2 SLP183 T02280089 51005,KILE,2017-05-06T14:56:00Z,31.07,-97.67,22.8,8.9,210,6,,10.0,30.041338,1018.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.5,,,,,,,,,,,METAR,258.0
KISM 061456Z 31019G23KT 10SM CLR 21/08 A2994 RMK AO2 SLP139 T02110078 51002,KISM,2017-05-06T14:56:00Z,28.28,-81.43,21.1,7.8,310,19,23,10.0,29.940945,1013.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.2,,,,,,,,,,,METAR,25.0
KITH 061456Z 34010KT 1 1/2SM -RA BR OVC005 10/09 A2931 RMK AO2 SLP926 P0007 60013 T01000094 50005,KITH,2017-05-06T14:56:00Z,42.47,-76.45,10.0,9.4,340,10,,1.5,29.309055,992.6,,,TRUE,,,,,,-RA BR,OVC,500,,,,,,,IFR,0.5,,,,,0.07,0.13,,,,,METAR,335.0
KISO 061456Z 23009KT 10SM OVC021 14/10 A2959 RMK AO2,KISO,2017-05-06T14:56:00Z,35.32,-77.62,14.0,10.0,230,9,,10.0,29.589567,,,,TRUE,,,,,,,OVC,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,29.0
KIWD 061456Z AUTO 02008KT 10SM CLR 06/01 A3002 RMK AO2 SLP174 T00560006 51017,KIWD,2017-05-06T14:56:00Z,46.52,-90.12,5.6,0.6,20,8,,10.0,30.02067,1017.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.7,,,,,,,,,,,METAR,375.0
KKLS 061456Z AUTO 00000KT 10SM FEW009 07/05 A3018 RMK AO2 SLP224 T00670050 53006,KKLS,2017-05-06T14:56:00Z,46.12,-122.9,6.7,5.0,0,0,,10.0,30.180119,1022.4,,TRUE,TRUE,,,,,,,FEW,900,,,,,,,VFR,0.6,,,,,,,,,,,METAR,5.0
KLCI 061456Z AUTO 05009KT 5SM BR OVC004 11/10 A2956 RMK AO2 SLP027 60001 T01060100 58009,KLCI,2017-05-06T14:56:00Z,43.57,-71.42,10.6,10.0,50,9,,5.0,29.56004,1002.7,,TRUE,TRUE,,,,,,BR,OVC,400,,,,,,,LIFR,-0.9,,,,,,0.01,,,,,METAR,166.0
KLBL 061456Z AUTO 22012KT 10SM CLR 19/08 A3000 RMK AO2 SLP139 T01940078 50001,KLBL,2017-05-06T14:56:00Z,37.03,-100.97,19.4,7.8,220,12,,10.0,30.0,1013.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.1,,,,,,,,,,,METAR,879.0
K7N0 061456Z AUTO VRB03KT 10SM 23/07 RMK AO2 SLPNO T02280067 $,K7N0,2017-05-06T14:56:00Z,29.95,-90.07,22.8,6.7,0,3,,10.0,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,0.0
K1M4 061456Z AUTO 27009G17KT 10SM CLR 17/07 A2993 RMK AO2 SLP153 T01720072 50003,K1M4,2017-05-06T14:56:00Z,34.28,-87.6,17.2,7.2,270,9,17,10.0,29.929134,1015.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.3,,,,,,,,,,,METAR,284.0
KASH 061456Z 09004KT 3/4SM BR OVC002 13/13 A2954 RMK AO2 SLPNO 60003 T01330133 58007 $,KASH,2017-05-06T14:56:00Z,42.78,-71.52,13.3,13.3,90,4,,0.75,29.53937,,,,TRUE,TRUE,,,,,BR,OVC,200,,,,,,,LIFR,-0.7,,,,,,0.03,,,,,METAR,61.0
KAUO 061456Z AUTO 30009KT 10SM CLR 16/08 A2994 RMK AO2 SLP161 T01610078 51013,KAUO,2017-05-06T14:56:00Z,32.62,-85.42,16.1,7.8,300,9,,10.0,29.940945,1016.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.3,,,,,,,,,,,METAR,236.0
KBHB 061456Z AUTO 12004KT 10SM -RA OVC004 12/12 A2972 RMK AO2 SLP067 P0005 60016 T01220122 58002,KBHB,2017-05-06T14:56:00Z,44.45,-68.37,12.2,12.2,120,4,,10.0,29.719488,1006.7,,TRUE,TRUE,,,,,,-RA,OVC,400,,,,,,,LIFR,-0.2,,,,,0.05,0.16,,,,,METAR,26.0
KAIZ 061456Z AUTO 29010G16KT 10SM CLR 19/09 A2989 RMK AO2 SLP907 T01940089 53010,KAIZ,2017-05-06T14:56:00Z,38.1,-92.53,19.4,8.9,290,10,16,10.0,29.890747,990.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.0,,,,,,,,,,,METAR,265.0
KADF 061456Z AUTO 00000KT 10SM CLR 20/12 A3000 RMK AO2 SLP163 T02000122 51008,KADF,2017-05-06T14:56:00Z,34.1,-93.07,20.0,12.2,0,0,,10.0,30.0,1016.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.8,,,,,,,,,,,METAR,56.0
KHPN 061456Z 16016G26KT 10SM SCT035 16/11 A2942 RMK AO2 PK WND 16026/1453 SLP961 T01610111 55000 $,KHPN,2017-05-06T14:56:00Z,41.07,-73.7,16.1,11.1,160,16,26,10.0,29.421259,996.1,,,TRUE,TRUE,,,,,,SCT,3500,,,,,,,VFR,0.0,,,,,,,,,,,METAR,121.0
KSBP 061456Z 05003KT 10SM FEW024 OVC034 12/06 A2987 RMK AO2 RAB09E22 SLP115 P0000 60000 T01220061 53004,KSBP,2017-05-06T14:56:00Z,35.23,-120.63,12.2,6.1,50,3,,10.0,29.870079,1011.5,,,TRUE,,,,,,,FEW,2400,OVC,3400,,,,,VFR,0.4,,,,,0.005,0.005,,,,,METAR,59.0
KHWV 061456Z AUTO 17012G19KT 10SM FEW080 16/11 A2949 RMK AO2 SLP984 T01560111 50004 TSNO,KHWV,2017-05-06T14:56:00Z,40.82,-72.87,15.6,11.1,170,12,19,10.0,29.489174,998.4,,TRUE,TRUE,,,TRUE,,,,FEW,8000,,,,,,,VFR,0.4,,,,,,,,,,,SPECI,21.0
KSFO 061456Z 30019G27KT 10SM FEW012 FEW040 SCT140 11/05 A2983 RMK AO2 PK WND 29028/1441 SLP101 T01110050 56004,KSFO,2017-05-06T14:56:00Z,37.62,-122.37,11.1,5.0,300,19,27,10.0,29.828741,1010.1,,,TRUE,,,,,,,FEW,1200,FEW,4000,SCT,14000,,,VFR,-0.4,,,,,,,,,,,METAR,3.0
KSDF 061456Z 26004KT 10SM SCT042 BKN049 OVC080 09/07 A2977 RMK AO2 RAE39 SLP081 P0001 60008 T00890067 51009,KSDF,2017-05-06T14:56:00Z,38.18,-85.73,8.9,6.7,260,4,,10.0,29.769686,1008.1,,,TRUE,,,,,,,SCT,4200,BKN,4900,OVC,8000,,,VFR,0.9,,,,,0.01,0.08,,,,,METAR,146.0
KLWS 061456Z 32006KT 10SM FEW032 OVC042 08/05 A2998 RMK AO2 SLP154 T00780050 51014,KLWS,2017-05-06T14:56:00Z,46.37,-117.02,7.8,5.0,320,6,,10.0,29.97933,1015.4,,,TRUE,,,,,,,FEW,3200,OVC,4200,,,,,VFR,1.4,,,,,,,,,,,METAR,438.0
KMDT 061456Z 19006G15KT 10SM -DZ OVC017 14/11 A2932 RMK AO2 DZB54 SLP929 PCPN VRY LGT P0000 60000 T01390106 53005,KMDT,2017-05-06T14:56:00Z,40.2,-76.77,13.9,10.6,190,6,15,10.0,29.320866,992.9,,,TRUE,,,,,,-DZ,OVC,1700,,,,,,,MVFR,0.5,,,,,0.005,0.005,,,,,METAR,95.0
KMOB 061456Z 26005KT 10SM CLR 20/07 A3002 RMK AO2 SLP164 T02000067 51010,KMOB,2017-05-06T14:56:00Z,30.68,-88.25,20.0,6.7,260,5,,10.0,30.02067,1016.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,1.0,,,,,,,,,,,METAR,63.0
KMTW 061456Z AUTO 35013G18KT 10SM FEW033 10/01 A2986 RMK AO2 SLP137 T01000011 51009,KMTW,2017-05-06T14:56:00Z,44.12,-87.67,10.0,1.1,350,13,18,10.0,29.861221,1013.7,,TRUE,TRUE,,,,,,,FEW,3300,,,,,,,VFR,0.9,,,,,,,,,,,METAR,198.0
KNUQ 061456Z 29007KT 10SM CLR 12/06 A2985 RMK AO2 SLP109 T01170056 56008,KNUQ,2017-05-06T14:56:00Z,37.4,-122.05,11.7,5.6,290,7,,10.0,29.84941,1010.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.8,,,,,,,,,,,METAR,12.0
KOFK 061456Z AUTO VRB03KT 10SM CLR 18/06 A2997 RMK AO2 SLP143 T01830056 51009,KOFK,2017-05-06T14:56:00Z,41.98,-97.43,18.3,5.6,0,3,,10.0,29.970472,1014.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.9,,,,,,,,,,,METAR,470.0
KSLE 061456Z 00000KT 10SM FEW037 BKN060 08/04 A3017 RMK AO2 SLP216 T00780044 53006,KSLE,2017-05-06T14:56:00Z,44.9,-123.0,7.8,4.4,0,0,,10.0,30.171259,1021.6,,,TRUE,,,,,,,FEW,3700,BKN,6000,,,,,VFR,0.6,,,,,,,,,,,METAR,59.0
KSHV 061456Z 00000KT 10SM CLR 21/10 A3001 RMK AO2 SLP160 T02060100 51008 $,KSHV,2017-05-06T14:56:00Z,32.45,-93.83,20.6,10.0,0,0,,10.0,30.008858,1016.0,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,0.8,,,,,,,,,,,METAR,83.0
PAWG 061456Z 00000KT 10SM FEW015 BKN030 OVC045 07/05 A2997 RMK AWOS IS NOT RELIABLY AUTO TRANSMITTING HOURLY OBSERVATIONS (KB),PAWG,2017-05-06T14:56:00Z,56.48,-132.37,7.0,5.0,0,0,,10.0,29.970472,,,,TRUE,,,,,,,FEW,1500,BKN,3000,OVC,4500,,,MVFR,,,,,,,,,,,,METAR,11.0
KAND 061456Z AUTO 24012KT 10SM CLR 16/05 A2974 RMK AO2 SLP066 T01610050 51013,KAND,2017-05-06T14:56:00Z,34.5,-82.72,16.1,5.0,240,12,,10.0,29.740158,1006.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.3,,,,,,,,,,,METAR,239.0
KCAE 061456Z 33011KT 10SM FEW050 17/06 A2969 RMK AO2 PK WND 28029/1442 SLP053 T01720056 51013,KCAE,2017-05-06T14:56:00Z,33.93,-81.12,17.2,5.6,330,11,,10.0,29.68996,1005.3,,,TRUE,,,,,,,FEW,5000,,,,,,,VFR,1.3,,,,,,,,,,,METAR,70.0
KBZN 061456Z 00000KT 10SM CLR 14/07 A2983 RMK AO2 SLP066 T01440067 51003,KBZN,2017-05-06T14:56:00Z,45.78,-111.17,14.4,6.7,0,0,,10.0,29.828741,1006.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.3,,,,,,,,,,,METAR,1361.0
KBJJ 061456Z AUTO 33014G20KT 10SM BKN019 OVC028 07/04 A2957 RMK AO2 SLP017 60001 T00720039 53011,KBJJ,2017-05-06T14:56:00Z,40.87,-81.88,7.2,3.9,330,14,20,10.0,29.568897,1001.7,,TRUE,TRUE,,,,,,,BKN,1900,OVC,2800,,,,,MVFR,1.1,,,,,,,,,,,SPECI,343.0
KBIH 061456Z AUTO 09003KT 10SM CLR 13/03 A2965 RMK AO2 SLP998 T01330033 56001,KBIH,2017-05-06T14:56:00Z,37.37,-118.35,13.3,3.3,90,3,,10.0,29.648623,999.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.1,,,,,,,,,,,METAR,1253.0
KNGP 061456Z AUTO 19010KT 10SM CLR 27/16 A3003 RMK AO2 SLP167 T02670156 51010 $,KNGP,2017-05-06T14:56:00Z,27.68,-97.27,26.7,15.6,190,10,,10.0,30.029528,1016.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,1.0,,,,,,,,,,,METAR,6.0
PHSF 061456Z AUTO 14006KT 10SM CLR 06/02 A3035 RMK AO2 SLP173 T00630021 55000 $,PHSF,2017-05-06T14:56:00Z,19.77,-155.55,6.3,2.1,140,6,,10.0,30.351377,1017.3,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,0.0,,,,,,,,,,,METAR,1887.0
MUGM 061456Z 35003KT 9999 FEW035 BKN140 BKN250 29/24 A2996 RMK SLP145 60000 T02890244 50008,MUGM,2017-05-06T14:56:00Z,19.9,-75.2,28.9,24.4,350,3,,6.21,29.958662,1014.5,,,,,,,,,,FEW,3500,BKN,14000,BKN,25000,,,VFR,0.8,,,,,,,,,,,SPECI,17.0
KSPD 061456Z AUTO 18007KT 17/08 A3000 RMK AO1 SLP115 T01720078 58003,KSPD,2017-05-06T14:56:00Z,37.28,-102.62,17.2,7.8,180,7,,,30.0,1011.5,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,METAR,1335.0
KGNA 061456Z AUTO 07003KT 08/01 A3005 RMK AO1 SLP182 T00780011 51019,KGNA,2017-05-06T14:56:00Z,47.75,-90.35,7.8,1.1,70,3,,,30.050198,1018.2,,TRUE,TRUE,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,METAR,185.0
KNXP 061456Z AUTO 32007KT 10SM CLR 22/01 A2975 RMK AO2 SLP037 T02220006 51003,KNXP,2017-05-06T14:56:00Z,34.28,-116.17,22.2,0.6,320,7,,10.0,29.749016,1003.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.3,,,,,,,,,,,METAR,626.0
PASY 061456Z 34016KT 7SM FEW013 02/M00 A2984 RMK AO2 SLPNO WND DATA ESTMD T00161002 53003 $,PASY,2017-05-06T14:56:00Z,52.72,174.12,1.6,-0.2,340,16,,7.0,29.840551,,,,TRUE,TRUE,,,,,,FEW,1300,,,,,,,VFR,0.3,,,,,,,,,,,METAR,31.0
K2WX 061456Z AUTO 14023G27KT 20/04 A2978 RMK AO1 PK WND 15027/1448 SLP068 T02000044 58004,K2WX,2017-05-06T14:56:00Z,45.6,-103.55,20.0,4.4,140,23,27,,29.778543,1006.8,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,METAR,915.0
KP28 061456Z AUTO 25005KT A2997 RMK AO1 SLPNO 50000 $,KP28,2017-05-06T14:56:00Z,37.28,-98.55,,,250,5,,,29.970472,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,0.0,,,,,,,,,,,METAR,469.0
